Episode No.,Date Played,Show Title,Artist,Title,Year,Suggested By 1,Suggested By 2,Suggested By 3,Notes
33,2024-12-16,Literature,Dire Straits,Romeo & Juliet,1980,@Andyyyfish82@mastodonapp.uk,,,
33,2024-12-16,Literature,Jefferson Airplane,White Rabbit,1967,@stevenixon@mastodon.social,,,
33,2024-12-16,Literature,Alice Cooper,Feed My Frankenstein,1991,@rvedotrc@tech.lgbt,,,
33,2024-12-16,Literature,Kyuss,Odyssey,1994,@heapy@mendeddrum.org,,,
33,2024-12-16,Literature,Metallica,Turn The Page,1998,,,,
33,2024-12-16,Literature,Amon Duul,Archangels Thunderbird,1970,@sodslawyer@mstdn.social,,,
33,2024-12-16,Literature,Horslips,Dearg Doom,1973,@artnacrea@mastodon.ie,,,
33,2024-12-16,Literature,The Cure,Killing an Arab,1978,@swisslet@mas.to,,,
33,2024-12-16,Literature,Scars,Your Attention Please,1981,@TwoClownsEating@beige.party,,,
33,2024-12-16,Literature,Maximo Park,Books From Boxes,2007,@swisslet@mas.to,,,
33,2024-12-16,Literature,The Magnetic Fields,The Book of Love,1999,@RolloTreadway@beige.party,,,
33,2024-12-16,Literature,Alan Parsons Project,The Raven,1976,@rhevian@mendeddrum.org,,,
33,2024-12-16,Literature,Dave Greenslade,A Wizard’s Staff Has A Knob On The End,1994,@tigerfort@mendeddrum.org,,,
33,2024-12-16,Literature,Eric Bibb,Turning Pages,2021,@sheepnik@toot.wales,,,
33,2024-12-16,Literature,Iron Maiden,Loneliness of the Long Distance Runner,1986,@Black_Flag@syzito.xyz,,,
,,,,,,,,,
34,2024-12-24,CHRISTMAS,Wham! ,Last Christmas,,,,,
34,2024-12-24,CHRISTMAS,The Vamps,Hoping For Snow,,@stevenixon@mastodon.social,,,
34,2024-12-24,CHRISTMAS,Marika Hackman,Driving Under Stars,,@julianlawson@beige.party,,,
34,2024-12-24,CHRISTMAS,Katherine Priddy & Simon Armitage,Close Season,,@sharongascoigne@mastodonapp.uk,,,
34,2024-12-24,CHRISTMAS,Saint Etienne,No Cure For The Common Christmas,,@witewulf@cyberplace.social,,,
34,2024-12-24,CHRISTMAS,Spongebob Squarewave,Hark The Bludklart Angels Sing,,@heapy@mendeddrum.org,,,
34,2024-12-24,CHRISTMAS,Casiotone for the Painfully Alone,"Traveling Salesman's Young Wife Home Alone on Christmas in Montpelier, VT",,@RolloTreadway@beige.party,,,
34,2024-12-24,CHRISTMAS,Low ,Just Like Christmas,,,,,
34,2024-12-24,CHRISTMAS,Fountains Of Wayne,An Alien For Christmas,,@shezza_t@mastodon.ie,,,
34,2024-12-24,CHRISTMAS,Tom Lehrer,"Christmas Time Is Here, By Golly!",,@tigerfort@mendeddrum.org,,,
34,2024-12-24,CHRISTMAS,Froggy Fresh,Christmas ,,@TheBreadMonkey@beige.party,,,
34,2024-12-24,CHRISTMAS,Joseph Spence,Santa Claus Is Coming To Town,,@sheepnik@toot.wales,,,
34,2024-12-24,CHRISTMAS,Eliza Carthy & Jon Boden,Fairytale of New York,,@pdcawley@mendeddrum.org,,,
34,2024-12-24,CHRISTMAS,Peter Bellamy,Eddi’s Service,,@steve199nwep@mastodon.me.uk,,,
34,2024-12-24,CHRISTMAS,John Denver,"Please, Daddy (Don’t Get Drunk This Christmas",,@artnacrea@mastodon.ie,,,
34,2024-12-24,CHRISTMAS,Clarence Carter,Back Door Santa,,@KaraLG84@dragonscave.space ,@RolloTreadway@beige.party,,
34,2024-12-24,CHRISTMAS,Sharon Jones & The Dap Kings,Please Come Home For Christmas,,@roytoo@mstdn.social ,,,
34,2024-12-24,CHRISTMAS,No Doubt,Oi To The World,,@dantarian@mendeddrum.org,,,
34,2024-12-24,CHRISTMAS,King Diamond,No Presents For Chrismas,,@HailsandAles@metalhead.club,,,
34,2024-12-24,CHRISTMAS,Tenacious D & Sum 41,Things I Want,,@InTheseHeels@mastodon.ie,,,
34,2024-12-24,CHRISTMAS,Sabaton,The Chrstmas Truce,,@theplaguedoc@glitterkitten.co.uk,,,
34,2024-12-24,CHRISTMAS,The Greedies,A Merry Jingle,,@Ade_On_Drums@mendeddrum.org,,,
34,2024-12-24,CHRISTMAS,Shonen Knife,Space Christmas,,@TheBreadMonkey@beige.party,,,
34,2024-12-24,CHRISTMAS,Emmy The Great & Tim Wheeler,Zombie Christmas,,@swisslet@mas.to,,,
34,2024-12-24,CHRISTMAS,Dread Zeppelin,All I Want For Christmas (Is My Two Front Teeth),,@sodslawyer@mstdn.social,,,
34,2024-12-24,CHRISTMAS,Eels,Christmas Is Going To The Dogs,,@daveybot@mastodon.scot,,,
34,2024-12-24,CHRISTMAS,Field Music,Home For Christmas,,@Erased_Citizen@mastodonapp.uk,,,
34,2024-12-24,CHRISTMAS,Kate Rusby,Glorious,,,,,
34,2024-12-24,CHRISTMAS,Tim Minchin,White Wine At Christmas,,@troggie@mendeddrum.org,,,
34,2024-12-24,CHRISTMAS,Spinal Tap,Christmas With The Devil,,@phil_smith@mastodonapp.uk,,,
,,,,,,,,,
35,2024-12-30,Twenty Twenty Four,Pale Waves,Gravity,2024,,,,
35,2024-12-30,Twenty Twenty Four,Regina Spektor,SugarMan,2022,@witewulf@cyberplace.social,,,
35,2024-12-30,Twenty Twenty Four,Ella Fitzgerald,Midnight Sun,1964,@KaraLG84@dragonscave.space,,,
35,2024-12-30,Twenty Twenty Four,Zoot Money,Big Time Operator,1966,@steve199nwep@mastodon.me.uk,,,
35,2024-12-30,Twenty Twenty Four,Stick In The Wheel,What Can The Matter Be,2024,@RolloTreadway@beige.party,,,
35,2024-12-30,Twenty Twenty Four,The Weakerthans,Sun In An Empty Room,2007,@daveybot@mastodon.scot,,,
35,2024-12-30,Twenty Twenty Four,The Beach Boys,Sloop John B (Vocal only),1966,@swisslet@mas.to,,,
35,2024-12-30,Twenty Twenty Four,Peter Knight’s Gigspanner,Doors At Eight,2015,@rhevian@mendeddrum.org,,,
35,2024-12-30,Twenty Twenty Four,Jaxomy x Agatino Romero,Pedro,2024,@heapy@mendeddrum.org,,,
35,2024-12-30,Twenty Twenty Four,Ana Lua Caiano,Qui Belo Dia Para Sair ,2024,@RolloTreadway@beige.party,,,
35,2024-12-30,Twenty Twenty Four,Venjent,We Need Jungle (I’m Afraid),2024,,,,
35,2024-12-30,Twenty Twenty Four,Taylor Swift,Who’s Afraid of Little Old Me,2024,@swisslet@mas.to,,,
35,2024-12-30,Twenty Twenty Four,Chappell Roan,HOT TO GO!,2024,@troggie@mendeddrum.org,,,
35,2024-12-30,Twenty Twenty Four,Nils Frahm,Paris,2024,@rhevian@mendeddrum.org,,,
35,2024-12-30,Twenty Twenty Four,Electric Callboy,We Got The Moves,2021,@InTheseHeels@mastodon.ie,,,
35,2024-12-30,Twenty Twenty Four,Devin Townsend ,Powernerd,2024,@witewulf@cyberplace.social,,,
35,2024-12-30,Twenty Twenty Four,Fu Manchu,Dehumanize,2024,,,,
35,2024-12-30,Twenty Twenty Four,Porcupine Tree,Halo,2005,@sharongascoigne@mastodonapp.uk,,,
35,2024-12-30,Twenty Twenty Four,Sahra Halgan,Sharaf,2024,@sodslawyer@mstdn.social,,,
35,2024-12-30,Twenty Twenty Four,Crow,UPIKO,2024,@ametonym@todon.eu,,,
35,2024-12-30,Twenty Twenty Four,The Streets,Who’s Got The Bag,2024,@micgael@hachyderm.io,,,
35,2024-12-30,Twenty Twenty Four,Elisapie feat. The Westerlies,Qaisimalaurittuq (Wish You Were Here),2024,@sheepnik@toot.wales,,,
35,2024-12-30,Twenty Twenty Four,Beth Gibbons,Floating On A Moment,2024,@stevenixon@mastodon.social,,,
35,2024-12-30,Twenty Twenty Four,Liz Lawrence,Big Machine,2024,@sodslawyer@mstdn.social,,,
35,2024-12-30,Twenty Twenty Four,Shawn James,Through The,2012,@InTheseHeels@mastodon.ie,,,
35,2024-12-30,Twenty Twenty Four,Michael Kiwanuka,Small Changes,2024,@stevenixon@mastodon.social,,,
35,2024-12-30,Twenty Twenty Four,Rónán Ó Snodaigh & Myles O'Reilly,Nil Aon Easpa Orm,2023,@sheepnik@toot.wales,,,
35,2024-12-30,Twenty Twenty Four,Chappell Roan,HOT TO GO!,2024,@troggie@mendeddrum.org,,,
,,,,,,,,,
36,2025-01-06,Workin’,Dolly Parton,9 to 5,1980,@ianRobinson@mastodon.social,,,
36,2025-01-06,Workin’,La Santa Cecilia,Pa’ Que Trabajar,2016,@sheepnik@toot.wales,,,
36,2025-01-06,Workin’,Charlotte Plank,Nightshift,2024,@heapy@mendeddrum.org,,,
36,2025-01-06,Workin’,Mumu Fresh,Work,2021,@daveybot@mastodon.scot,,,
36,2025-01-06,Workin’,Canibus & Biz Markie,Shove This Jay Oh Bee,2013,@artnacrea@mastodon.ie,,,
36,2025-01-06,Workin’,The Bangles,Manic Monday,1985,@MintSpies@beige.party,,,
36,2025-01-06,Workin’,The Pretenders,Back On The Chain Gang,1982,@Black_Flag@syzito.xyz,,,
36,2025-01-06,Workin’,Billy Bragg,There Is Power In A Union,1986,@RolloTreadway@beige.party,,,
36,2025-01-06,Workin’,The Finns,The Workers Song,2023,@patrick@mendeddrum.org,,,
36,2025-01-06,Workin’,Joe Fagin,"That’s Living, Alright",1983,@WiteWulf@cyberplace.social,,,
36,2025-01-06,Workin’,Chumbawamba,I Wish That They’d Sack Me,2008,@Andyyyfish82@mastodonapp.uk,,,
36,2025-01-06,Workin’,Eddie Kendricks,Skippin Work Today,1981,@KaraLG84@dragonscave.space,,,
36,2025-01-06,Workin’,Glen Campbell,Wichita Lineman,1968,@swisslet@mas.to,Mrs Swisslet,,
36,2025-01-06,Workin’,Harry Belafonte,Banana Boat Song,1956,@InTheseHeels@mastodon.ie,,,
36,2025-01-06,Workin’,Roy Orbison,Working For The Man,1962,@artnacrea@mastodon.ie,,,
36,2025-01-06,Workin’,Skid Row,Slave To The Grind,1991,@rvedotrc@tech.lgbt,,,
36,2025-01-06,Workin’,Monster Magnet,Powertrip,1998,@ClearMask@merveilles.town,,,
36,2025-01-06,Workin’,Sugar Pit,Customer Service,2023,@ClearMask@merveilles.town,,,
36,2025-01-06,Workin’,Tools You Can Trust,Working And Shopping,2015,@sodslawyer@mstdn.social,,,
36,2025-01-06,Workin’,Rush,Working Man,1974,@WiteWulf@cyberplace.social,,,
36,2025-01-06,Workin’,Nina Simone,Work Song,1961,@swisslet@mas.to,,,
36,2025-01-06,Workin’,Tennessee Ernie Ford,16 Tonnes,1955,@InTheseHeels@mastodon.ie,Jamie,,
36,2025-01-06,Workin’,Chris Rea,Working On It,1989,@arakin@meow.social,,,
36,2025-01-06,Workin’,Heaven 17,Crushed By The Wheels of Industry,1983,@Bez_Lightyear@crispsandwi.ch,,,
36,2025-01-06,Workin’,Baker Boy,Headphones,2021,@joannaholman@aus.social,,,
36,2025-01-06,Workin’,RJD2,Work It Out,2007,@stevenixon@mastodon.social,,,
36,2025-01-06,Workin’,Dire Straits,Industrial Disease,1982,@rhevian@mendeddrum.org,,,
36,2025-01-06,Workin’,Tom Waits,Get Behind the Mule,1999,@guyjantic@infosec.exchange,,,
,,,,,,,,,
37,2025-01-13,Hospital,Robert Palmer,Bad Case of Loving You,1989,@Tooden@aus.social,,,
37,2025-01-13,Hospital,Miami Sound Machine,Doctor Beat,1984,@Black_Flag@syzito.xyz,,,
37,2025-01-13,Hospital,Fitz & The Tantrums,Handclap,2016,@arakin@meow.social,,,
37,2025-01-13,Hospital,The Prodigy,Take Me To The Hospital,2009,@rvedotrc@tech.lgbt,,,
37,2025-01-13,Hospital,Pendulum,Blood Sugar,2007,@julianlawson@beige.party,,,
37,2025-01-13,Hospital,Weird Al,Like a Surgeon,1985,Executive Producer,,,
37,2025-01-13,Hospital,The Amateur Transplants,Paracetamoxyfrusebendroneomycin,2004,@MintSpies@beige.party,,,
37,2025-01-13,Hospital,10CC,The Hospital Song,1973,@Tattooed_Mummy@beige.party,,,
37,2025-01-13,Hospital,Big Audio Dynamite,Medicine Show,1985,@sharongascoigne@mastodonapp.uk,,,
37,2025-01-13,Hospital,Lord Kitchener,Doctor Kitch,1963,@RolloTreadway@beige.party,,,
37,2025-01-13,Hospital,Snooks Eaglin,St James Infirmary,1959,@sheepnik@toot.wales,,,
37,2025-01-13,Hospital,Johnny Rivers,Rockin’ Pneumonia And The Boogie Woogie Flu,1972,@artnacrea@mastodon.ie,,,
37,2025-01-13,Hospital,Gregory Isaacs,Night Nurse,1982,@swisslet@mas.to,,,
37,2025-01-13,Hospital,Goldfrapp,A&E,2008,@daveybot@mastodon.scot,,,
37,2025-01-13,Hospital,PEARL,Fish,2023,@ianRobinson@mastodon.social,,,
37,2025-01-13,Hospital,QOTSA,Feel Good Hit of the Summer,2000,@heapy@mendeddrum.org,,,
37,2025-01-13,Hospital,Flyleaf,I’m So Sick,2005,@ametonym@todon.eu,,,
37,2025-01-13,Hospital,Dr Feelgood,You Shouldn’t Call The Doctor If You Can’t Afford The Bill,1975,@7sleepersmusic@mastodon.social,,,
37,2025-01-13,Hospital,Bon Jovi,Bad Medicine,1988,@WiteWulf@cyberplace.social,,,
37,2025-01-13,Hospital,Fugazi,Give Me The Cure,1988,@sodslawyer@mstdn.social,,,
37,2025-01-13,Hospital,Blood Brothers,Love Rhymes With ‘Hideous Car Wreck’,2005,@miclgael@hachyderm.io,,,
37,2025-01-13,Hospital,Manic Street Preachers,Theme From M.A.S.H. (Suicide Is Painless),1992,@losttourist@social.chatty.monster,,,
37,2025-01-13,Hospital,Editors,Smokers Outside The Hospital Door,2007,@pocketlint@mastodon.social,,,
37,2025-01-13,Hospital,The Fray,How to Save a Life,2005,@troggie@mendeddrum.org,,,
37,2025-01-13,Hospital,Athlete,Wires,2005,@swisslet@mas.to,,,
37,2025-01-13,Hospital,David Gray,Hospital Food,2005,@stevenixon@mastodon.social,,,
37,2025-01-13,Hospital,David Shrigley,Doctors,2006,@fuzzySynths@mas.to,,,
37,2025-01-13,Hospital,The Other Half,Mr Pharmacist,1966,@timpootle@mendeddrum.org,,,
37,2025-01-13,Hospital,They Might Be Giants,ECNALUBMA,2016,@roytoo@mstdn.social,,,
,,,,,,,,,
38,2025-01-20,Radio,Starship,We Built This City,1985,@swisslet@mas.to,,,
38,2025-01-20,Radio,Donna Summer,On The Radio,1979,@stevenixon@mastodon.social,,,
38,2025-01-20,Radio,Raydio,Jack & Jill,1977,@KaraLG84@dragonscave.space,,,
38,2025-01-20,Radio,ABBA,SOS,1975,@artnacrea@mastodon.ie,,,
38,2025-01-20,Radio,Charlie Dore,Pilot of the Airwaves,1979,@7sleepersmusic@mastodon.social,,,
38,2025-01-20,Radio,Lo’Jo,Mojo Radio,1998,@sheepnik@toot.wales,,,
38,2025-01-20,Radio,Freak Power,"Turn On, Tune In, Cop Out",1993,@rvedotrc@tech.lgbt,,,
38,2025-01-20,Radio,Human League,WXJL Tonight,1980,@RolloTreadway@beige.party,,,
38,2025-01-20,Radio,Roxy Music,Oh Yeah!,1980,@steve199nwep@mastodon.me.uk,,,
38,2025-01-20,Radio,Roger Waters,Radio Waves,1987,@WiteWulf@cyberplace.social,,,
38,2025-01-20,Radio,Shakespeares Sister,Hello (Turn Your Radio On),1992,@ianRobinson@mastodon.social,,,
38,2025-01-20,Radio,Harry Chapin,W.O.L.D.,1973,@Bez_Lightyear@crispsandwi.ch,,,
38,2025-01-20,Radio,RATM,Guerilla Radio,1999,@heapy@mendeddrum.org,,,
38,2025-01-20,Radio,NOFX,Please Play This Song On The Radio,1992,@theplaguedoc@glitterkitten.co.uk,,,
38,2025-01-20,Radio,Rancid,Radio,1994,@miclgael@hachyderm.io,,,
38,2025-01-20,Radio,Sex Pistols,Roadrunner,1976,@guffo@topspicy.social,,,
38,2025-01-20,Radio,The Ataris,Radio #2,2003,@Andyyyfish82@mastodonapp.uk,,,
38,2025-01-20,Radio,Electric 6,Radio Gaga,2005,@roytoo@mstdn.social,,,
38,2025-01-20,Radio,Rush ,The Spirit of Radio,1980,@patrick@mendeddrum.org,,,
38,2025-01-20,Radio,The Wildhearts,Vanilla Radio,2003,@Ade_on_drums@mendeddrum.org,,,
38,2025-01-20,Radio,The Presidents,Video Killed The Radio Star,,,,,
38,2025-01-20,Radio,Josh Ritter,Golden Age of Radio,2002,@ametonym@todon.eu,,,
38,2025-01-20,Radio,REM,What’s The Frequency Kenneth,1994,@daveybot@mastodon.scot,,,
38,2025-01-20,Radio,Golden Earring,Radar Love,1973,@sodslawyer@mstdn.social,,,
38,2025-01-20,Radio,Donald Fagen,The Nightfly,1982,@rhevian@mendeddrum.org,,,
38,2025-01-20,Radio,Public Service Broadcasting,Lit Up,2013,@troggie@mendeddrum.org,,,
38,2025-01-20,Radio,,,,,,,
38,2025-01-20,Radio,Blur ,This Is A Low,,@swisslet@mas.to,,,
38,2025-01-20,Radio,Grandaddy,AM 180,1997,,,,
38,2025-01-20,Radio,Hotel Lights,A.M. Slow Golden Hit,2004,,,,
38,2025-01-20,Radio,Regina Spektor,On The Radio,2006,@daveybot@mastodon.scot,,,
38,2025-01-20,Radio,Styx,Radio Silence,2017,@troggie@mendeddrum.org,,,
,,,,,,,,,
39,2025-01-20,heavy,Bernard Cribbins,Right Said Fred,,@steve199nwep@mastodon.me.uk,,,
39,2025-01-20,heavy,Heavy D & The Boyz,Now That We Found Love,,@KaraLG84@dragonscave.space,,,
39,2025-01-20,heavy,Jurassic Five,Concrete Schoolyard,,@daveybot@mastodon.scot,,,
39,2025-01-20,heavy,Reverend & The Makers,Heavyweight Champion of the World,,@WiteWulf@cyberplace.social,,,
39,2025-01-20,heavy,Eels,Sixteen Tons (live on KEXP),,@daveybot@mastodon.scot,,,
39,2025-01-20,heavy,Bruce Springsteen,John Henry,,,,,
39,2025-01-20,heavy,The Staple Singers,Heavy Makes You Happy,,@RolloTreadway@beige.party,,,
39,2025-01-20,heavy,The Band,The Weight,,@Nickiquote@mstdn.social,,,
39,2025-01-20,heavy,Free,Mr Big,,@artnacrea@mastodon.ie,,,
39,2025-01-20,heavy,Sting,"Heavy Clouds, No Rain",,@rhevian@mendeddrum.org,,,
39,2025-01-20,heavy,Yemen Blues,Heavy Weight,,@RolloTreadway@beige.party,,,
39,2025-01-20,heavy,Damien Rice,Cannonball,,@Andyyyfish82@mastodonapp.uk,,,
39,2025-01-20,heavy,The Housemartins,"He Ain’t Heavy, He’s My Brother",,@WiteWulf@cyberplace.social,,,
39,2025-01-20,heavy,Mick Gordon,BFG Division,,,,,
39,2025-01-20,heavy,Muse,Supermassive Black Hole,,@shezza_t@mastodon.ie,,,
39,2025-01-20,heavy,AC/DC,Whole Lotta Rosie,,@swisslet@mas.to,,,
39,2025-01-20,heavy,The Darkness,Heavy Metal Lover,,@sharongascoigne@mastodonapp.uk,,,
39,2025-01-20,heavy,Gojira,Stranded,,@theplaguedoc@glitterkitten.co.uk,,,
39,2025-01-20,heavy,Kyuss,Fatso Forgotso Phase II (Flip The Phase),,@heapy@mendeddrum.org,,,
39,2025-01-20,heavy,Collective Soul,Heavy,,@roytoo@mstdn.social,,,
39,2025-01-20,heavy,Whale,Hobo Humpin Slobo Babe,,@rvedotrc@tech.lgbt,,,
39,2025-01-20,heavy,Linkin Park,Heavy,,@Nikkileah@mendeddrum.org,,,
39,2025-01-20,heavy,Super Furry Animals,If You Don’t Want Me To Destroy You,,@sodslawyer@mstdn.social,,,
39,2025-01-20,heavy,Man Parrish,Boogie Down Bronx,,@julianlawson@beige.party,,,
39,2025-01-20,heavy,Radikal Guru,10 Ton Dub,,@rvedotrc@tech.lgbt,,,
,,,,,,,,,
40,2025-02-03,The Birds,TMBG,Birdhouse In Your Soul,1990,@shezza_t@mastodon.ie,,,
40,2025-02-03,The Birds,Spitting Image,The Chicken Song,1986,@RolloTreadway@beige.party,,,
40,2025-02-03,The Birds,The Trashmen,Surfin’ Bird,1963,@Nikkileah@mendeddrum.org,,,
40,2025-02-03,The Birds,Presidents Of The USA,Feather Pluckin’,1995,@heapy@mendeddrum.org,,,
40,2025-02-03,The Birds,Madness,Wings of a Dove,1983,@rvedotrc@tech.lgbt,,,
40,2025-02-03,The Birds,Prince,When Doves Cry,1984,@swisslet@mas.to,,,
40,2025-02-03,The Birds,The Be Good Tanyas,The Littlest Birds,2000,@sheepnik@toot.wales,,,
40,2025-02-03,The Birds,Fatboy Slim,Sunset (Bird of Prey),2000,@KaraLG84@dragonscave.space,,,
40,2025-02-03,The Birds,MC honky,Sonnet No. 3 (Like A Duck),2003,@daveybot@mastodon.scot,,,
40,2025-02-03,The Birds,A Flock Of Seagulls,I Ran (So Far Away),1982,,,,
40,2025-02-03,The Birds,Annie Lennox,Little Bird,1992,@rhevian@mendeddrum.org,,,
40,2025-02-03,The Birds,Chesney Hawkes,The One & Only,1991,@troggie@mendeddrum.org,,,
40,2025-02-03,The Birds,Conchita Wurst,Rise Like A Phoenix,2014,@rvedotrc@tech.lgbt,,,
40,2025-02-03,The Birds,Charlie Parker,Donna Lee,1947,@artnacrea@mastodon.ie,,,
40,2025-02-03,The Birds,Bert,Doin’ The Pigeon,1973,@WiteWulf@cyberplace.social,,,
40,2025-02-03,The Birds,Clutch,Firebird,2015,@sharongascoigne@mastodonapp.uk,,,
40,2025-02-03,The Birds,Crippled Black Phoenix,Vengeance,2024,@WiteWulf@cyberplace.social,,,
40,2025-02-03,The Birds,Freedom Call,Flying High,2002,@guffo@topspicy.social,,,
40,2025-02-03,The Birds,Owls,Everyone Is My Friend,2001,@ClearMask@merveilles.town,,,
40,2025-02-03,The Birds,Sam Apple Pie,The Hawk,1969,@steve199nwep@mastodon.me.uk,,,
40,2025-02-03,The Birds,Nelly Furtado / Steve Vai,I’m Like A Bird,2002,@stevenixon@mastodon.social,,,
40,2025-02-03,The Birds,Jimi Hendrix,Night Bird Flying,1970,@artnacrea@mastodon.ie,,,
40,2025-02-03,The Birds,Rory Gallagher,As The Crow Flies,1974,@Nickiquote@mstdn.social,,,
40,2025-02-03,The Birds,The Beatles,Blackbird,1968,@swisslet@mas.to,,,
40,2025-02-03,The Birds,Bob Marley,Three Little Birds,1977,@Andyyyfish82@mastodonapp.uk,,,
40,2025-02-03,The Birds,Randy Crawford ,One Day I’ll Fly Away,1980,@pocketlint@mastodon.social,,,
40,2025-02-03,The Birds,The The,Sweet Bird of Truth,1986,@sodslawyer@mstdn.social,,,
40,2025-02-03,The Birds,The Unthanks,Magpie,2015 / 20,@RolloTreadway@beige.party,,,
,,,,,,,,,
41,2025-02-10,Joyful Heartbreak,Elton John,I’m Still Standing,1983,Mrs @swisslet@mas.to,,,
41,2025-02-10,Joyful Heartbreak,Gloria Gaynor,I Will Survive,1978,@daveybot@mastodon.scot,,,
41,2025-02-10,Joyful Heartbreak,Viola Wills,Gonna Get Along Without You,1979,@KaraLG84@dragonscave.space,,,
41,2025-02-10,Joyful Heartbreak,Robyn,Dancing On My Own,2010,,,,
41,2025-02-10,Joyful Heartbreak,Little Mix,Shout Out To My Ex,2016,Mrs @WiteWulf@cyberplace.social,,,
41,2025-02-10,Joyful Heartbreak,Alanis Morissette,You Oughta Know,1995,@troggie@mendeddrum.org,,,
41,2025-02-10,Joyful Heartbreak,The Chicks,Goodbye Earl,1999,@TGG303@cyberplace.social,,,
41,2025-02-10,Joyful Heartbreak,McAlmont & Butler,Yes,1995,@shezza_t@mastodon.ie,,,
41,2025-02-10,Joyful Heartbreak,Dua Lipa,New Rules,2017,@swisslet@mas.to,,,
41,2025-02-10,Joyful Heartbreak,Olivia Rodrigo,Bad Idea,2023,@TheBreadMonkey@beige.party,,,
41,2025-02-10,Joyful Heartbreak,Gossip,Moving In The Right Direction,2012,@ItsThatDeafGuy@beige.party,,,
41,2025-02-10,Joyful Heartbreak,OutKast,Hey Ya!,2003,@heapy@mendeddrum.org,,,
41,2025-02-10,Joyful Heartbreak,David Bowie,Up The Hill Backwards,1980,@sodslawyer@mstdn.social,,,
41,2025-02-10,Joyful Heartbreak,Chris Isaak,Things Go Wrong,1995,@roytoo@mstdn.social,,,
41,2025-02-10,Joyful Heartbreak,Foo Fighters,Monkey Wrench,1997,@theplaguedoc@glitterkitten.co.uk,,,
41,2025-02-10,Joyful Heartbreak,Less Than Jake,Bad Scene & A Basement Show,2012,@Scmbradley@mathstodon.xyz,,,
41,2025-02-10,Joyful Heartbreak,The Vaccines,Post Breakup Sex,2011,@Erased_Citizen@cupoftea.social,,,
41,2025-02-10,Joyful Heartbreak,Rainbow ,Since You Been Gone,1979,@WiteWulf@cyberplace.social,,,
41,2025-02-10,Joyful Heartbreak,New Model Army,Love Songs,1986,@sharongascoigne@mastodonapp.uk,,,
41,2025-02-10,Joyful Heartbreak,Old 97’s,Valentine,1999,@atfarnum@dragonscave.space,,,
41,2025-02-10,Joyful Heartbreak,John Martyn,Over The Hill,1973,@artnacrea@mastodon.ie,,,
41,2025-02-10,Joyful Heartbreak,Ingrid Michaelson,Starting Now,2007,@freeagent@mastodon.sdf.org,,,
41,2025-02-10,Joyful Heartbreak,The Coral,Dreaming of You,2002,@ametonym@todon.eu,,,
41,2025-02-10,Joyful Heartbreak,P!nk,So What,2008,@Tcavendish@mastodonapp.uk,,,
41,2025-02-10,Joyful Heartbreak,De’lacy,Hideaway,1995,@pocketlint@mastodon.social,,,
41,2025-02-10,Joyful Heartbreak,The Field Mice,Willow,1998,@julianlawson@beige.party,,,
41,2025-02-10,Joyful Heartbreak,The Walker Brothers,No Regrets,1975,@Nickiquote@mstdn.social,,,
41,2025-02-10,Joyful Heartbreak,ØXN,Love Henry,2023,@RolloTreadway@beige.party,,,
,,,,,,,,,
42,2025-02-17,“When I was 17…”,Frank Sinatra,It Was A Very Good Year,1965,,,,
42,2025-02-17,“When I was 17…”,It Bites,Calling All The Heroes,1986,@shezza_t@mastodon.ie,,,
42,2025-02-17,“When I was 17…”,Erasure,Take A Chance On Me,1992,@ItsThatDeafGuy@beige.party,,,
42,2025-02-17,“When I was 17…”,Black Grape,Tramazi Party,1995,@RolloTreadway@beige.party,,,
42,2025-02-17,“When I was 17…”,Blameless,Breathe a Little Deeper,1996,@Andyyyfish82@mastodonapp.uk,,,
42,2025-02-17,“When I was 17…”,Ash,Girl From Mars,1996,@theplaguedoc@glitterkitten.co.uk,,,
42,2025-02-17,“When I was 17…”,DNA feat. Suzanne Vega,Tom’s Diner,1990,@rvedotrc@tech.lgbt,,,
42,2025-02-17,“When I was 17…”,The Fatima Mansions,The Loyaliser (Juno Reactor remix),1995,@sheepnik@toot.wales,,,
42,2025-02-17,“When I was 17…”,Chicane,Offshore,1997,@heapy@mendeddrum.org,,,
42,2025-02-17,“When I was 17…”,G love & Special Sauce,Cold Beverage,1994,@daveybot@mastodon.scot,,,
42,2025-02-17,“When I was 17…”,Public Enemy,You’re Gonna Get Yours,1987,@sodslawyer@mstdn.social,,,
42,2025-02-17,“When I was 17…”,Canned Heat,Going Up The Country,1968,@artnacrea@mastodon.ie,,,
42,2025-02-17,“When I was 17…”,Miles Davis,Tutu,1986,@7sleepersmusic@mastodon.social,,,
42,2025-02-17,“When I was 17…”,Copper Family,Thousands or More,1971,@steve199nwep@mastodon.me.uk,,,
42,2025-02-17,“When I was 17…”,Therapy?,Screamager,1994,@Nickiquote@mstdn.social,,,
42,2025-02-17,“When I was 17…”,Sum 41,Fat Lip,2001,@KaraLG84@dragonscave.space,,,
42,2025-02-17,“When I was 17…”,Pearl Jam,Rearviewmirror,1993,@WiteWulf@cyberplace.social,,,
42,2025-02-17,“When I was 17…”,Blind Melon,No Rain,1992,@stevenixon@mastodon.social,,,
42,2025-02-17,“When I was 17…”,Red Hot Chilli Peppers,Give It Away,1991,@swisslet@mas.to,,,
